,Time,Estimated_Susceptible,Estimated_Exposed,Estimated_Infected,Estimated_Resistant,est_beta,err,est_beta
89,89.0,21841914.0,140.57142857142858,326.14285714285717,619.2857142857143,1.4884124085608891e-21,-0.14285714285716722,1.4884124085608891e-21
90,90.0,21841913.0,140.57142857142858,325.2142857142857,621.2142857142857,8.413846158411853e-22,-0.2142857142857224,8.413846158411853e-22
91,91.0,21841911.0,140.57142857142858,324.2857142857143,624.1428571428571,4.756262899331126e-22,-0.2857142857142776,4.756262899331126e-22
92,92.0,21841910.0,140.57142857142858,323.3571428571429,626.0714285714286,2.6886677438161917e-22,-0.3571428571428896,2.6886677438161917e-22
93,93.0,21841908.0,140.57142857142858,324.2857142857143,627.1428571428571,1.5198769264109024e-22,-0.2857142857142776,1.5198769264109024e-22
94,94.0,21841907.0,140.57142857142858,324.2857142857143,628.1428571428571,8.591711924053161e-23,-0.2857142857142776,8.591711924053161e-23
95,95.0,21841907.0,140.57142857142858,320.5714285714286,631.8571428571429,4.8568086338564835e-23,-0.571428571428612,4.8568086338564835e-23
96,96.0,21841907.0,140.57142857142858,308.5,643.9285714285714,2.7455052397490936e-23,-1.5,2.7455052397490936e-23
97,97.0,21841907.0,140.57142857142858,278.7857142857143,673.6428571428571,1.5520065931657864e-23,-3.7857142857142776,1.5520065931657864e-23
98,98.0,21841907.0,140.57142857142858,278.7857142857143,673.6428571428571,8.773337709784156e-24,-3.7857142857142776,8.773337709784156e-24
99,99.0,21841907.0,140.57142857142858,256.5,695.9285714285714,4.959479870050914e-24,-5.5,4.959479870050914e-24
100,100.0,21841907.0,140.57142857142858,246.2857142857143,706.1428571428571,2.803544260471142e-24,-6.285714285714306,2.803544260471142e-24
101,101.0,21841907.0,140.57142857142858,233.28571428571428,719.1428571428571,1.5848154698407904e-24,-7.285714285714278,1.5848154698407904e-24
